dashboard_row_number,plant_id,plant_scientific_name,plant_common_name,insect_scientific_name,insect_common_name,insect_group,insect_order,insect_family,interaction_category,interaction_raw_term,plant_part,life_stage,use_label,evidence_grade,scope,source_layer,citation_text,source_urls_parsed,doi_parsed,uuid_or_record_id_parsed,first_url,verification_bucket,citation_status,github_action
9068,PLT0122,Phacelia congesta,"Caterpillars, Blue Curls, Fiddleneck",Lasioglossum sisymbrii,,Native bees,Hymenoptera,Halictidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Concan,Hays County Insect simplified.csv,1c730677-1ed6-11e3-bfac-90b11c41863e,,,1c730677-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
9075,PLT0122,Phacelia congesta,"Caterpillars, Blue Curls, Fiddleneck",Megachile frugalis,,Native bees,Hymenoptera,Megachilidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Concan, 8 mi S",Hays County Insect simplified.csv,1c9a4ba5-1ed6-11e3-bfac-90b11c41863e | 23f7c3d8-1ed6-11e3-bfac-90b11c41863e | 35671fdd-1ed6-11e3-bfac-90b11c41863e,,,1c9a4ba5-1ed6-11e3-bfac-90b11c41863e | 23f7c3d8-1ed6-11e3-bfac-90b11c41863e | 35671fdd-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
9088,PLT0122,Phacelia congesta,"Caterpillars, Blue Curls, Fiddleneck",Svastra petulca,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Kerrville, 10 mi N",Hays County Insect simplified.csv,1751ca2a-1ed6-11e3-bfac-90b11c41863e | 1775acf6-1ed6-11e3-bfac-90b11c41863e | 17fca0b8-1ed6-11e3-bfac-90b11c41863e | 1ca992af-1ed6-11e3-bfac-90b11c41863e | 1da7ed04-1ed6-11e3-bfac-90b11c41863e,,,1751ca2a-1ed6-11e3-bfac-90b11c41863e | 1775acf6-1ed6-11e3-bfac-90b11c41863e | 17fca0b8-1ed6-11e3-bfac-90b11c41863e | 1ca992af-1ed6-11e3-bfac-90b11c41863e | 1da7ed04-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
17666,PLT0203,Rhus aromatica,"Fragrant Sumac, Aromatic Sumac, Lemon Sumac, Polecat Bush",Lasioglossum bardum,,Native bees,Hymenoptera,Halictidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Austin, 15 mi W",Hays County Insect simplified.csv,20b5e496-1ed6-11e3-bfac-90b11c41863e,,,20b5e496-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
18427,PLT0283,Salix nigra,"Black Willow, Gulf Black Willow, Swamp Willow, Sauz",Colletes thoracicus,,Native bees,Hymenoptera,Colletidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Lexington,Hays County Insect simplified.csv,3346b17e-1ed6-11e3-bfac-90b11c41863e | 3346b3d3-1ed6-11e3-bfac-90b11c41863e | 3346b620-1ed6-11e3-bfac-90b11c41863e | 3346b871-1ed6-11e3-bfac-90b11c41863e | 3346babc-1ed6-11e3-bfac-90b11c41863e,,,3346b17e-1ed6-11e3-bfac-90b11c41863e | 3346b3d3-1ed6-11e3-bfac-90b11c41863e | 3346b620-1ed6-11e3-bfac-90b11c41863e | 3346b871-1ed6-11e3-bfac-90b11c41863e | 3346babc-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
18436,PLT0283,Salix nigra,"Black Willow, Gulf Black Willow, Swamp Willow, Sauz",Hylaeus modestus,,Native bees,Hymenoptera,Colletidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Luling,Hays County Insect simplified.csv,1ec20722-1ed6-11e3-bfac-90b11c41863e | 25288fa5-1ed6-11e3-bfac-90b11c41863e | 3a77dadb-1ed6-11e3-bfac-90b11c41863e | 3bef5a18-1ed6-11e3-bfac-90b11c41863e,,,1ec20722-1ed6-11e3-bfac-90b11c41863e | 25288fa5-1ed6-11e3-bfac-90b11c41863e | 3a77dadb-1ed6-11e3-bfac-90b11c41863e | 3bef5a18-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
18443,PLT0283,Salix nigra,"Black Willow, Gulf Black Willow, Swamp Willow, Sauz",Melissodes gilensis,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,22eac9b9-1ed6-11e3-bfac-90b11c41863e,,,22eac9b9-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
18453,PLT0283,Salix nigra,"Black Willow, Gulf Black Willow, Swamp Willow, Sauz",Xylocopa californica,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,193791ab-1ed6-11e3-bfac-90b11c41863e,,,193791ab-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
20740,PLT0160,Teucrium canadense,"American Germander, Canada Germander, Canadian Germander, Germander, Hairy Germander, Wood Sage",Melissodes communis,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Weser,Hays County Insect simplified.csv,1ca70b9b-1ed6-11e3-bfac-90b11c41863e,,,1ca70b9b-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
20743,PLT0160,Teucrium canadense,"American Germander, Canada Germander, Canadian Germander, Germander, Hairy Germander, Wood Sage",Svastra obliqua,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Weser,Hays County Insect simplified.csv,1e92ca9e-1ed6-11e3-bfac-90b11c41863e,,,1e92ca9e-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
20755,PLT0161,Teucrium cubense,Small Coastal Germander,Melissodes communis,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Weser,Hays County Insect simplified.csv,1ca70b9b-1ed6-11e3-bfac-90b11c41863e,,,1ca70b9b-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
20758,PLT0161,Teucrium cubense,Small Coastal Germander,Svastra obliqua,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Weser,Hays County Insect simplified.csv,1e92ca9e-1ed6-11e3-bfac-90b11c41863e,,,1e92ca9e-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
25451,CAND0454,Aster,,Megachile frugalis,,Native bees,Hymenoptera,Megachilidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Devils River,Hays County Insect simplified.csv,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,,,,6_named_database_or_catalog_no_clickable_url,no digital locator parsed; manual source recovery needed,keep row but flag for source recovery review
25492,CAND0455,Asteraceae,,Nomada texana,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Salado Creek,Hays County Insect simplified.csv,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,,,,6_named_database_or_catalog_no_clickable_url,no digital locator parsed; manual source recovery needed,keep row but flag for source recovery review
25851,CAND0517,Baccharis,,Xylocopa virginica,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Leon Creek,Hays County Insect simplified.csv,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,,,,6_named_database_or_catalog_no_clickable_url,no digital locator parsed; manual source recovery needed,keep row but flag for source recovery review
26148,CAND0583,Berlandiera,,Protandrena albitarsis,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Manheim,Hays County Insect simplified.csv,341f59aa-1ed6-11e3-bfac-90b11c41863e,,,341f59aa-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
26759,CAND0668,Bradburia pilosa,,Perdita ignota,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Lexington, 7 mi N",Hays County Insect simplified.csv,1739a04e-1ed6-11e3-bfac-90b11c41863e | 1755b4cb-1ed6-11e3-bfac-90b11c41863e | 17571359-1ed6-11e3-bfac-90b11c41863e | 17653365-1ed6-11e3-bfac-90b11c41863e | 1769a423-1ed6-11e3-bfac-90b11c41863e,,,1739a04e-1ed6-11e3-bfac-90b11c41863e | 1755b4cb-1ed6-11e3-bfac-90b11c41863e | 17571359-1ed6-11e3-bfac-90b11c41863e | 17653365-1ed6-11e3-bfac-90b11c41863e | 1769a423-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
26886,CAND0681,Brazoria truncata,,Perdita foveata,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Goliad, 16 mi E",Hays County Insect simplified.csv,1759edeb-1ed6-11e3-bfac-90b11c41863e | 1c7b4745-1ed6-11e3-bfac-90b11c41863e | 1c93a915-1ed6-11e3-bfac-90b11c41863e | 1d4ffb1e-1ed6-11e3-bfac-90b11c41863e | 1e08d3d2-1ed6-11e3-bfac-90b11c41863e,,,1759edeb-1ed6-11e3-bfac-90b11c41863e | 1c7b4745-1ed6-11e3-bfac-90b11c41863e | 1c93a915-1ed6-11e3-bfac-90b11c41863e | 1d4ffb1e-1ed6-11e3-bfac-90b11c41863e | 1e08d3d2-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
27033,CAND0725,Cactaceae,,Diadasia rinconis,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Giddings, 7 mi SW",Hays County Insect simplified.csv,1f97c7d8-1ed6-11e3-bfac-90b11c41863e | 254e8239-1ed6-11e3-bfac-90b11c41863e,,,1f97c7d8-1ed6-11e3-bfac-90b11c41863e | 254e8239-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
28944,CAND1002,Chamaesaracha coniodes,,Ashmeadiella,,Native bees,Hymenoptera,Megachilidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,4ba22296-1ed6-11e3-bfac-90b11c41863e | 4ba225a8-1ed6-11e3-bfac-90b11c41863e | 4ba228bd-1ed6-11e3-bfac-90b11c41863e | 4ba22bd0-1ed6-11e3-bfac-90b11c41863e,,,4ba22296-1ed6-11e3-bfac-90b11c41863e | 4ba225a8-1ed6-11e3-bfac-90b11c41863e | 4ba228bd-1ed6-11e3-bfac-90b11c41863e | 4ba22bd0-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
28946,CAND1002,Chamaesaracha coniodes,,Calliopsis rozeni,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,19b5583b-1ed6-11e3-bfac-90b11c41863e,,,19b5583b-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
28948,CAND1002,Chamaesaracha coniodes,,Calliopsis subalpina,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,3826ec73-1ed6-11e3-bfac-90b11c41863e,,,3826ec73-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
28950,CAND1002,Chamaesaracha coniodes,,Nomada texana,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,9 mi NW of Carrizo Springs,Hays County Insect simplified.csv,"Digital Bee Collections Network, 2014 (and updates). Version: 2016-03-08. National Science Foundation grant DBI 0956388",,,,,6_named_database_or_catalog_no_clickable_url,no digital locator parsed; manual source recovery needed,keep row but flag for source recovery review
28952,CAND1002,Chamaesaracha coniodes,,Perdita beameri,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,1738dfe6-1ed6-11e3-bfac-90b11c41863e | 1891b7cc-1ed6-11e3-bfac-90b11c41863e | 19e0aaa0-1ed6-11e3-bfac-90b11c41863e | 1aeee79d-1ed6-11e3-bfac-90b11c41863e | 1c6c38bb-1ed6-11e3-bfac-90b11c41863e,,,1738dfe6-1ed6-11e3-bfac-90b11c41863e | 1891b7cc-1ed6-11e3-bfac-90b11c41863e | 19e0aaa0-1ed6-11e3-bfac-90b11c41863e | 1aeee79d-1ed6-11e3-bfac-90b11c41863e | 1c6c38bb-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
28954,CAND1002,Chamaesaracha coniodes,,Perdita deltophora,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,1abba513-1ed6-11e3-bfac-90b11c41863e | 1bb4707b-1ed6-11e3-bfac-90b11c41863e | 1e64bf14-1ed6-11e3-bfac-90b11c41863e | 349e10be-1ed6-11e3-bfac-90b11c41863e | 36a613a3-1ed6-11e3-bfac-90b11c41863e,,,1abba513-1ed6-11e3-bfac-90b11c41863e | 1bb4707b-1ed6-11e3-bfac-90b11c41863e | 1e64bf14-1ed6-11e3-bfac-90b11c41863e | 349e10be-1ed6-11e3-bfac-90b11c41863e | 36a613a3-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
28956,CAND1002,Chamaesaracha coniodes,,Perdita lenis,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,24b2a548-1ed6-11e3-bfac-90b11c41863e | 342c7eba-1ed6-11e3-bfac-90b11c41863e | 368d9318-1ed6-11e3-bfac-90b11c41863e | 37e1e0c4-1ed6-11e3-bfac-90b11c41863e | 3e62703b-1ed6-11e3-bfac-90b11c41863e,,,24b2a548-1ed6-11e3-bfac-90b11c41863e | 342c7eba-1ed6-11e3-bfac-90b11c41863e | 368d9318-1ed6-11e3-bfac-90b11c41863e | 37e1e0c4-1ed6-11e3-bfac-90b11c41863e | 3e62703b-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
28958,CAND1002,Chamaesaracha coniodes,,Perdita missionis,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Sonora, 30 mi S",Hays County Insect simplified.csv,1cb26993-1ed6-11e3-bfac-90b11c41863e | 1e1ec323-1ed6-11e3-bfac-90b11c41863e | 1fea8708-1ed6-11e3-bfac-90b11c41863e | 229e39bb-1ed6-11e3-bfac-90b11c41863e | 345ccb2c-1ed6-11e3-bfac-90b11c41863e,,,1cb26993-1ed6-11e3-bfac-90b11c41863e | 1e1ec323-1ed6-11e3-bfac-90b11c41863e | 1fea8708-1ed6-11e3-bfac-90b11c41863e | 229e39bb-1ed6-11e3-bfac-90b11c41863e | 345ccb2c-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
28960,CAND1002,Chamaesaracha coniodes,,Perdita sexmaculata,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,223aa43d-1ed6-11e3-bfac-90b11c41863e | 34da2b50-1ed6-11e3-bfac-90b11c41863e | 3a755946-1ed6-11e3-bfac-90b11c41863e,,,223aa43d-1ed6-11e3-bfac-90b11c41863e | 34da2b50-1ed6-11e3-bfac-90b11c41863e | 3a755946-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
29398,CAND1066,Cirsium,,Melissodes communis,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Weser,Hays County Insect simplified.csv,411c960f-1ed6-11e3-bfac-90b11c41863e,,,411c960f-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
29425,CAND1067,Cirsium altissimum,,Nomia nortoni,,Native bees,Hymenoptera,Halictidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Austin,Hays County Insect simplified.csv,3625c684-1ed6-11e3-bfac-90b11c41863e,,,3625c684-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
29691,CAND1108,Cleomella lutea,,Hylaeus mesillae,,Native bees,Hymenoptera,Colletidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,33aecd5f-1ed6-11e3-bfac-90b11c41863e | 33aecfa1-1ed6-11e3-bfac-90b11c41863e | 33aed660-1ed6-11e3-bfac-90b11c41863e | 33aed895-1ed6-11e3-bfac-90b11c41863e | 33aede67-1ed6-11e3-bfac-90b11c41863e,,,33aecd5f-1ed6-11e3-bfac-90b11c41863e | 33aecfa1-1ed6-11e3-bfac-90b11c41863e | 33aed660-1ed6-11e3-bfac-90b11c41863e | 33aed895-1ed6-11e3-bfac-90b11c41863e | 33aede67-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
29946,CAND1175,Convolvulus,,Melissodes communis,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Goliad,Hays County Insect simplified.csv,19f97591-1ed6-11e3-bfac-90b11c41863e | 1baaf85b-1ed6-11e3-bfac-90b11c41863e | 1cfec9db-1ed6-11e3-bfac-90b11c41863e | 21346499-1ed6-11e3-bfac-90b11c41863e | 22102179-1ed6-11e3-bfac-90b11c41863e,,,19f97591-1ed6-11e3-bfac-90b11c41863e | 1baaf85b-1ed6-11e3-bfac-90b11c41863e | 1cfec9db-1ed6-11e3-bfac-90b11c41863e | 21346499-1ed6-11e3-bfac-90b11c41863e | 22102179-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
30387,CAND1234,Crataegus,,Xylocopa californica,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Davis Mountains,Hays County Insect simplified.csv,1d671268-1ed6-11e3-bfac-90b11c41863e,,,1d671268-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
30405,CAND1234,Crataegus,,Heterocordylus malinus,,True bugs,Hemiptera,Miridae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Palmetto State Park,Hays County Insect simplified.csv,"PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 2016-03-08. National Science Foundation grant DBI#0316495",,,,,6_named_database_or_catalog_no_clickable_url,no digital locator parsed; manual source recovery needed,keep row but flag for source recovery review
30967,CAND1391,Dalea pogonathera,,Ashmeadiella meliloti,,Native bees,Hymenoptera,Megachilidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Quemado,Hays County Insect simplified.csv,37a93bec-1ed6-11e3-bfac-90b11c41863e,,,37a93bec-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
30974,CAND1391,Dalea pogonathera,,Bombus pensylvanicus,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Ft. Davis, 46 mi NE",Hays County Insect simplified.csv,3c6eb3f8-1ed6-11e3-bfac-90b11c41863e,,,3c6eb3f8-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
30980,CAND1391,Dalea pogonathera,,Melissodes communis,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Ft. Davis, 46 mi NE",Hays County Insect simplified.csv,35128c37-1ed6-11e3-bfac-90b11c41863e,,,35128c37-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
32276,CAND1787,Fabaceae,,Slaterocoris ambrosiae,,True bugs,Hemiptera,Miridae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Kerrville,Hays County Insect simplified.csv,"PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 2016-03-08. National Science Foundation grant DBI#0316495",,,,,6_named_database_or_catalog_no_clickable_url,no digital locator parsed; manual source recovery needed,keep row but flag for source recovery review
33467,CAND2047,Haplopappus,,Perdita ignota,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Flatonia,Hays County Insect simplified.csv,173a5948-1ed6-11e3-bfac-90b11c41863e | 17639955-1ed6-11e3-bfac-90b11c41863e | 176851c2-1ed6-11e3-bfac-90b11c41863e | 179dc2bf-1ed6-11e3-bfac-90b11c41863e | 187a640c-1ed6-11e3-bfac-90b11c41863e,,,173a5948-1ed6-11e3-bfac-90b11c41863e | 17639955-1ed6-11e3-bfac-90b11c41863e | 176851c2-1ed6-11e3-bfac-90b11c41863e | 179dc2bf-1ed6-11e3-bfac-90b11c41863e | 187a640c-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
36121,CAND2682,Magnoliophyta,,Eurema mexicana,,Butterflies & moths,Lepidoptera,Pieridae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,"Along road, west Fort Hood.",Hays County Insect simplified.csv,f653aaa0-dd9c-41d0-a65f-88d409c04314,,,f653aaa0-dd9c-41d0-a65f-88d409c04314,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
36806,CAND2818,Mimosa,,Melissodes communis,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Sonora,Hays County Insect simplified.csv,1d763abb-1ed6-11e3-bfac-90b11c41863e | 1f24f5d3-1ed6-11e3-bfac-90b11c41863e | 3f911faf-1ed6-11e3-bfac-90b11c41863e,,,1d763abb-1ed6-11e3-bfac-90b11c41863e | 1f24f5d3-1ed6-11e3-bfac-90b11c41863e | 3f911faf-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
36875,CAND2841,Monarda pectinata,,Megachile brevis,,Native bees,Hymenoptera,Megachilidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Goliad,Hays County Insect simplified.csv,414d4c28-1ed6-11e3-bfac-90b11c41863e,,,414d4c28-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
37605,CAND3021,Opuntia,,Melissodes communis,,Native bees,Hymenoptera,Apidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Bastrop,Hays County Insect simplified.csv,3d855ee1-1ed6-11e3-bfac-90b11c41863e,,,3d855ee1-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
37610,CAND3021,Opuntia,,Perdita texana,,Native bees,Hymenoptera,Andrenidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,A - Hays/Central Texas record,Bastrop,Hays County Insect simplified.csv,17b90623-1ed6-11e3-bfac-90b11c41863e | 1a0ea6e1-1ed6-11e3-bfac-90b11c41863e | 1c92e4d0-1ed6-11e3-bfac-90b11c41863e | 40965c74-1ed6-11e3-bfac-90b11c41863e,,,17b90623-1ed6-11e3-bfac-90b11c41863e | 1a0ea6e1-1ed6-11e3-bfac-90b11c41863e | 1c92e4d0-1ed6-11e3-bfac-90b11c41863e | 40965c74-1ed6-11e3-bfac-90b11c41863e,,4_uuid_record_id_no_clickable_url,UUID/specimen identifier present; clickable URL recovery needed,keep row but flag for source recovery review
