dashboard_row_number,plant_id,plant_scientific_name,plant_common_name,insect_scientific_name,insect_common_name,insect_group,insect_order,insect_family,interaction_category,interaction_raw_term,plant_part,life_stage,use_label,evidence_grade,scope,source_layer,citation_text,source_urls_parsed,doi_parsed,uuid_or_record_id_parsed,first_url,verification_bucket,citation_status,github_action
508,PLT0243,Acer negundo,Box Elder,Contarinia negundinis,,Flower flies & other flies,Diptera,Cecidomyiidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/116190778 | https://www.inaturalist.org/observations/78231185,https://www.inaturalist.org/observations/116190778 | https://www.inaturalist.org/observations/78231185,,,https://www.inaturalist.org/observations/116190778,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
540,PLT0032,Achillea millefolium,"Common Yarrow, Western Yarrow, Yarrow, Milfoil",Anthrenus verbasci,,Beetles,Coleoptera,Dermestidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/5976014,https://www.inaturalist.org/observations/5976014,,,https://www.inaturalist.org/observations/5976014,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
542,PLT0032,Achillea millefolium,"Common Yarrow, Western Yarrow, Yarrow, Milfoil",Trichiotinus texanus,,Beetles,Coleoptera,Scarabaeidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/75827074,https://www.inaturalist.org/observations/75827074,,,https://www.inaturalist.org/observations/75827074,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
628,PLT0032,Achillea millefolium,"Common Yarrow, Western Yarrow, Yarrow, Milfoil",Podisus maculiventris,,True bugs,Hemiptera,Pentatomidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/5961131,https://www.inaturalist.org/observations/5961131,,,https://www.inaturalist.org/observations/5961131,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
645,PLT0244,Aesculus glabra,"Ohio Buckeye, Texas Buckeye, Fetid Buckeye, Horse Chestnut",Archips rileyana,,Butterflies & moths,Lepidoptera,Tortricidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/204046444,https://www.inaturalist.org/observations/204046444,,,https://www.inaturalist.org/observations/204046444,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
742,PLT0245,Aesculus pavia,"Red Buckeye, Scarlet Buckeye , Firecracker Plant",Acronicta americana,,Butterflies & moths,Lepidoptera,Noctuidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/206978571 | https://www.inaturalist.org/observations/213503861,https://www.inaturalist.org/observations/206978571 | https://www.inaturalist.org/observations/213503861,,,https://www.inaturalist.org/observations/206978571,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
749,PLT0245,Aesculus pavia,"Red Buckeye, Scarlet Buckeye , Firecracker Plant",Archips rileyana,,Butterflies & moths,Lepidoptera,Tortricidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/152882477 | https://www.inaturalist.org/observations/152986952 | https://www.inaturalist.org/observations/204046444 | https://www.inaturalist.org/observations/204726246 | https://www.inaturalist.org/observations/205797231,https://www.inaturalist.org/observations/152882477 | https://www.inaturalist.org/observations/152986952 | https://www.inaturalist.org/observations/204046444 | https://www.inaturalist.org/observations/204726246 | https://www.inaturalist.org/observations/205797231,,,https://www.inaturalist.org/observations/152882477,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
756,PLT0245,Aesculus pavia,"Red Buckeye, Scarlet Buckeye , Firecracker Plant",Coelodasys unicornis,,Butterflies & moths,Lepidoptera,Notodontidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/151005730,https://www.inaturalist.org/observations/151005730,,,https://www.inaturalist.org/observations/151005730,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
759,PLT0245,Aesculus pavia,"Red Buckeye, Scarlet Buckeye , Firecracker Plant",Dryocampa kendalli,,Butterflies & moths,Lepidoptera,Saturniidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/206866927,https://www.inaturalist.org/observations/206866927,,,https://www.inaturalist.org/observations/206866927,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
760,PLT0245,Aesculus pavia,"Red Buckeye, Scarlet Buckeye , Firecracker Plant",Dryocampa kendalli,,Butterflies & moths,Lepidoptera,Saturniidae,Pollinator / adult flower use,visits,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/209891900,https://www.inaturalist.org/observations/209891900,,,https://www.inaturalist.org/observations/209891900,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
765,PLT0245,Aesculus pavia,"Red Buckeye, Scarlet Buckeye , Firecracker Plant",Ennomos subsignaria,,Butterflies & moths,Lepidoptera,Geometridae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/205948605,https://www.inaturalist.org/observations/205948605,,,https://www.inaturalist.org/observations/205948605,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
776,PLT0245,Aesculus pavia,"Red Buckeye, Scarlet Buckeye , Firecracker Plant",Nematocampa resistaria,,Butterflies & moths,Lepidoptera,Geometridae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/207259647,https://www.inaturalist.org/observations/207259647,,,https://www.inaturalist.org/observations/207259647,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
813,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Anthanassa texana,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/462425,https://www.inaturalist.org/observations/462425,,,https://www.inaturalist.org/observations/462425,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
824,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Chlosyne lacinia,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/462399,https://www.inaturalist.org/observations/462399,,,https://www.inaturalist.org/observations/462399,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
831,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Danaus gilippus,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/18172531,https://www.inaturalist.org/observations/18172531,,,https://www.inaturalist.org/observations/18172531,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
834,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Euptoieta claudia,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/462426,https://www.inaturalist.org/observations/462426,,,https://www.inaturalist.org/observations/462426,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
839,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Hylephila phyleus,,Butterflies & moths,Lepidoptera,Hesperiidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/18172538,https://www.inaturalist.org/observations/18172538,,,https://www.inaturalist.org/observations/18172538,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
845,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Phoebis sennae,,Butterflies & moths,Lepidoptera,Pieridae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/462380,https://www.inaturalist.org/observations/462380,,,https://www.inaturalist.org/observations/462380,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
847,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Phyciodes phaon,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/4105620 | https://www.inaturalist.org/observations/462416,https://www.inaturalist.org/observations/4105620 | https://www.inaturalist.org/observations/462416,,,https://www.inaturalist.org/observations/4105620,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
848,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Phyciodes vesta,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/462429,https://www.inaturalist.org/observations/462429,,,https://www.inaturalist.org/observations/462429,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
852,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Pontia protodice,,Butterflies & moths,Lepidoptera,Pieridae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/462402,https://www.inaturalist.org/observations/462402,,,https://www.inaturalist.org/observations/462402,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
854,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Strymon istapa,,Butterflies & moths,Lepidoptera,Lycaenidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/460791 | https://www.inaturalist.org/observations/462412,https://www.inaturalist.org/observations/460791 | https://www.inaturalist.org/observations/462412,,,https://www.inaturalist.org/observations/460791,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
856,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Strymon melinus,,Butterflies & moths,Lepidoptera,Lycaenidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/17935293 | https://www.inaturalist.org/observations/453857 | https://www.inaturalist.org/observations/463927,https://www.inaturalist.org/observations/17935293 | https://www.inaturalist.org/observations/453857 | https://www.inaturalist.org/observations/463927,,,https://www.inaturalist.org/observations/17935293,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
859,PLT0175,Ageratina havanensis,"Shrubby Boneset, White Mistflower, White Shrub Mistflower, Havana Snakeroot",Vanessa virginiensis,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/462382,https://www.inaturalist.org/observations/462382,,,https://www.inaturalist.org/observations/462382,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
941,PLT0176,Aloysia gratissima,"Whitebrush, Bee-brush, White-brush, Common Bee-brush, Beebrush, Privet Lippia",Echinargus isola,,Butterflies & moths,Lepidoptera,Lycaenidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/4641428,https://www.inaturalist.org/observations/4641428,,,https://www.inaturalist.org/observations/4641428,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1010,PLT0178,Amorpha fruticosa,"Indigo Bush, False Indigo Bush, False Indigo, Desert False Indigo",Macrosaccus uhlerella,,Butterflies & moths,Lepidoptera,Gracillariidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/152311623,https://www.inaturalist.org/observations/152311623,,,https://www.inaturalist.org/observations/152311623,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1181,PLT0180,Anisacanthus quadrifidus var. wrightii,Flame Acanthus,Phoebis sennae,,Butterflies & moths,Lepidoptera,Pieridae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/4335778 | https://www.inaturalist.org/observations/4771837,https://www.inaturalist.org/observations/4335778 | https://www.inaturalist.org/observations/4771837,,,https://www.inaturalist.org/observations/4335778,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1206,PLT0246,Arbutus xalapensis,Texas Madrone,Hyalophora cecropia,,Butterflies & moths,Lepidoptera,Saturniidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/164322615,https://www.inaturalist.org/observations/164322615,,,https://www.inaturalist.org/observations/164322615,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1224,PLT0038,Argemone polyanthemos,White Prickly Poppy,Xylocopa virginica,,Native bees,Hymenoptera,Apidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/119331857,https://www.inaturalist.org/observations/119331857,,,https://www.inaturalist.org/observations/119331857,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1230,PLT0039,Argemone sanguinea,"Red Pricklypoppy, Rose Prickly Poppy, Red Prickly Poppy",Xylocopa virginica,,Native bees,Hymenoptera,Apidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/119331857,https://www.inaturalist.org/observations/119331857,,,https://www.inaturalist.org/observations/119331857,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1308,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Coccinella septempunctata,,Beetles,Coleoptera,Coccinellidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/222028398,https://www.inaturalist.org/observations/222028398,,,https://www.inaturalist.org/observations/222028398,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1311,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Brephidium exilis,,Butterflies & moths,Lepidoptera,Lycaenidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/361477,https://www.inaturalist.org/observations/361477,,,https://www.inaturalist.org/observations/361477,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1315,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Callophrys gryneus,,Butterflies & moths,Lepidoptera,Lycaenidae,Insect host / plant tissue use,eats,leaf/stem/seed/plant tissue,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/73686201,https://www.inaturalist.org/observations/73686201,,,https://www.inaturalist.org/observations/73686201,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1316,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Callophrys gryneus,,Butterflies & moths,Lepidoptera,Lycaenidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/11079996 | https://www.inaturalist.org/observations/11717840 | https://www.inaturalist.org/observations/11717842 | https://www.inaturalist.org/observations/15126827 | https://www.inaturalist.org/observations/154092822,https://www.inaturalist.org/observations/11079996 | https://www.inaturalist.org/observations/11717840 | https://www.inaturalist.org/observations/11717842 | https://www.inaturalist.org/observations/15126827 | https://www.inaturalist.org/observations/154092822,,,https://www.inaturalist.org/observations/11079996,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1317,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Callophrys gryneus,,Butterflies & moths,Lepidoptera,Lycaenidae,Pollinator / adult flower use,visits,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/208768176 | https://www.inaturalist.org/observations/73686201,https://www.inaturalist.org/observations/208768176 | https://www.inaturalist.org/observations/73686201,,,https://www.inaturalist.org/observations/208768176,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1326,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Danaus gilippus,,Butterflies & moths,Lepidoptera,Nymphalidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/92777866,https://www.inaturalist.org/observations/92777866,,,https://www.inaturalist.org/observations/92777866,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1327,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Danaus gilippus,,Butterflies & moths,Lepidoptera,Nymphalidae,Insect host / plant tissue use,eats,leaf/stem/seed/plant tissue,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/92777866,https://www.inaturalist.org/observations/92777866,,,https://www.inaturalist.org/observations/92777866,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1328,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Danaus gilippus,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visits,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/92777866,https://www.inaturalist.org/observations/92777866,,,https://www.inaturalist.org/observations/92777866,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1334,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Danaus plexippus,,Butterflies & moths,Lepidoptera,Nymphalidae,Insect host / plant tissue use,eats,leaf/stem/seed/plant tissue,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/10581889 | https://www.inaturalist.org/observations/10876960 | https://www.inaturalist.org/observations/110527808 | https://www.inaturalist.org/observations/110690225 | https://www.inaturalist.org/observations/111213372,https://www.inaturalist.org/observations/10581889 | https://www.inaturalist.org/observations/10876960 | https://www.inaturalist.org/observations/110527808 | https://www.inaturalist.org/observations/110690225 | https://www.inaturalist.org/observations/111213372,,,https://www.inaturalist.org/observations/10581889,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1335,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Danaus plexippus,,Butterflies & moths,Lepidoptera,Nymphalidae,Insect host / plant tissue use,hasHost,host plant tissue,,Host nursery / food plant,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/10581889 | https://www.inaturalist.org/observations/10876960 | https://www.inaturalist.org/observations/11281877 | https://www.inaturalist.org/observations/151242619 | https://www.inaturalist.org/observations/151242620,https://www.inaturalist.org/observations/10581889 | https://www.inaturalist.org/observations/10876960 | https://www.inaturalist.org/observations/11281877 | https://www.inaturalist.org/observations/151242619 | https://www.inaturalist.org/observations/151242620,,,https://www.inaturalist.org/observations/10581889,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1336,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Danaus plexippus,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/42792154,https://www.inaturalist.org/observations/42792154,,,https://www.inaturalist.org/observations/42792154,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1337,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Danaus plexippus,,Butterflies & moths,Lepidoptera,Nymphalidae,Pollinator / adult flower use,visits,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/10581889 | https://www.inaturalist.org/observations/10876960 | https://www.inaturalist.org/observations/110527808 | https://www.inaturalist.org/observations/110690225 | https://www.inaturalist.org/observations/111213372,https://www.inaturalist.org/observations/10581889 | https://www.inaturalist.org/observations/10876960 | https://www.inaturalist.org/observations/110527808 | https://www.inaturalist.org/observations/110690225 | https://www.inaturalist.org/observations/111213372,,,https://www.inaturalist.org/observations/10581889,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1339,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Echinargus isola,,Butterflies & moths,Lepidoptera,Lycaenidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/15126828,https://www.inaturalist.org/observations/15126828,,,https://www.inaturalist.org/observations/15126828,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1347,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Glyphipterix circumscriptella,,Butterflies & moths,Lepidoptera,Glyphipterigidae,Insect host / plant tissue use,eats,leaf/stem/seed/plant tissue,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/73685920,https://www.inaturalist.org/observations/73685920,,,https://www.inaturalist.org/observations/73685920,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1348,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Glyphipterix circumscriptella,,Butterflies & moths,Lepidoptera,Glyphipterigidae,Other direct plant use,interactsWith,unknown plant part,,Unknown direct use,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/11737993,https://www.inaturalist.org/observations/11737993,,,https://www.inaturalist.org/observations/11737993,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1349,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Glyphipterix circumscriptella,,Butterflies & moths,Lepidoptera,Glyphipterigidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/11737993,https://www.inaturalist.org/observations/11737993,,,https://www.inaturalist.org/observations/11737993,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1350,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Glyphipterix circumscriptella,,Butterflies & moths,Lepidoptera,Glyphipterigidae,Pollinator / adult flower use,visits,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/73685920,https://www.inaturalist.org/observations/73685920,,,https://www.inaturalist.org/observations/73685920,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1352,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Hesperia viridis,,Butterflies & moths,Lepidoptera,Hesperiidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/15126830,https://www.inaturalist.org/observations/15126830,,,https://www.inaturalist.org/observations/15126830,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1363,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Scythris fuscicomella,,Butterflies & moths,Lepidoptera,Scythrididae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/11717843,https://www.inaturalist.org/observations/11717843,,,https://www.inaturalist.org/observations/11717843,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
1368,PLT0041,Asclepias asperula,"Antelope-horns, Spider Milkweed, Green-flowered Milkweed, Spider Antelope-horns, Antelope Horns",Strymon melinus,,Butterflies & moths,Lepidoptera,Lycaenidae,Pollinator / adult flower use,visitsFlowersOf,flower/nectar/pollen,,Food,B - regional source-backed,,Hays County Insect simplified.csv,https://www.inaturalist.org/observations/10793063 | https://www.inaturalist.org/observations/11466516 | https://www.inaturalist.org/observations/15126832 | https://www.inaturalist.org/observations/205184194 | https://www.inaturalist.org/observations/2936085,https://www.inaturalist.org/observations/10793063 | https://www.inaturalist.org/observations/11466516 | https://www.inaturalist.org/observations/15126832 | https://www.inaturalist.org/observations/205184194 | https://www.inaturalist.org/observations/2936085,,,https://www.inaturalist.org/observations/10793063,1_clickable_iNaturalist_observation,row-level clickable source present,keep row; citation retained in this table
